Suburb,Type,SellerG,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Latitude,Longtitude,Price
Hawthorn,h,Marshall,3122,3,1,0,216,104,1890,-37.82031,145.04043,1450000
Hawthorn,h,Jellis,3122,3,1,1,199,103,1890,-37.8172,145.0243,1551000
Hawthorn,h,Jellis,3122,2,1,1,240,98,1910,-37.81774,145.0412,1600000
Hawthorn,h,Jellis,3122,2,1,1,264,97,1910,-37.8285,145.04022,1682000
Hawthorn,u,Peter,3122,3,1,1,1396,95.88,1965,-37.81415,145.03082,690000
Hawthorn,u,Jellis,3122,2,1,1,0,93,1940,-37.8184,145.0163,815000
Hawthorn,h,Jellis,3122,3,1,3,218,92,1900,-37.8176,145.0204,1180000
Hawthorn,h,Nelson,3122,3,1,0,232,90,1900,-37.8173,145.0252,1300000
Hawthorn,u,Jellis,3122,3,1,1,1079,90,1940,-37.82987,145.03421,1000000
Hawthorn,u,Jellis,3122,2,2,2,0,89,2000,-37.8213,145.0224,627500
Hawthorn,u,Marshall,3122,2,1,2,0,88,1960,-37.8186,145.017,753000
Hawthorn,u,hockingstuart,3122,3,2,2,0,88,2014,-37.8268,145.0344,840000
Hawthorn,u,Kay,3122,2,1,1,0,85,1970,-37.8157,145.0273,495000
Hawthorn,u,Jellis,3122,2,1,1,0,84,1965,-37.82258,145.0193,805000
Hawthorn,u,R&H,3122,2,1,0,0,82.3,1960,-37.832,145.0431,560000
Hawthorn,u,Marshall,3122,2,2,1,85,82,2014,-37.8154,145.0369,610000
Hawthorn,u,Marshall,3122,2,1,1,0,82,2001,-37.8142,145.0308,715000
Hawthorn,u,hockingstuart,3122,2,1,1,0,78,1960,-37.8343,145.0364,655000
Hawthorn,u,Jellis,3122,2,1,1,2679,78,1960,-37.8261,145.0269,635000
Hawthorn,u,Woodards,3122,1,1,1,6494,77.5,1965,-37.8254,145.0255,360000
Hawthorn,u,hockingstuart,3122,2,1,1,1089,76,2003,-37.8143,145.0322,580000
Hawthorn,u,LITTLE,3122,2,1,1,0,76,2005,-37.8226,145.0368,485000
Hawthorn,u,Jellis,3122,3,1,1,0,75,1970,-37.8153,145.021,630000
Hawthorn,u,Jellis,3122,2,1,1,728,73,1965,-37.8177,145.0424,657500
Hawthorn,u,Jellis,3122,2,1,1,1099,72,1965,-37.8271,145.0347,587500
Hawthorn,u,Jellis,3122,2,1,1,1540,71,1965,-37.82824,145.03137,450000
Hawthorn,u,Marshall,3122,2,1,1,859,71,1960,-37.8183,145.0423,612500
Hawthorn,u,hockingstuart,3122,2,1,1,0,70,2013,-37.8268,145.0344,560000
Hawthorn,u,hockingstuart,3122,2,1,1,0,70,1970,-37.813,145.0207,470000
Hawthorn,u,Jellis,3122,2,1,3,0,70,1965,-37.8183,145.0194,665000
Hawthorn,u,Noel,3122,2,1,1,0,64,1930,-37.8249,145.0342,806000
Hawthorn,u,Jellis,3122,1,1,1,0,63,1995,-37.8299,145.0422,492000
Hawthorn,u,Fletchers,3122,2,1,1,0,60,2014,-37.8216,145.0343,495000
Hawthorn,u,Marshall,3122,1,1,1,0,57,2004,-37.8272,145.0343,488000
Hawthorn,u,Woodards,3122,1,1,0,0,56,1966,-37.8294,145.0382,292000
Hawthorn,u,Kay,3122,1,1,1,0,56,1960,-37.8158,145.0342,499000
Hawthorn,u,Noel,3122,1,1,0,0,55,1957,-37.826,145.0239,317500
Hawthorn,u,Woodards,3122,1,1,1,0,53,1950,-37.8303,145.0341,348000
Hawthorn,u,Domain,3122,1,1,1,0,53,1970,-37.82538,145.02546,375000
Hawthorn,u,RT,3122,1,1,1,0,52,1970,-37.8177,145.0424,330000
Hawthorn,u,Jellis,3122,2,1,1,0,52,1970,-37.8192,145.0385,440000
Hawthorn,u,Biggin,3122,1,1,1,0,52,1970,-37.8261,145.0269,445000
Hawthorn,u,Noel,3122,1,1,1,0,51,1960,-37.8208,145.0456,350000
Hawthorn,u,Jellis,3122,1,1,1,0,51,1960,-37.8194,145.0397,440000
Hawthorn,u,hockingstuart,3122,1,1,1,918,50,2006,-37.8294,145.033,535000
Hawthorn,u,Jellis,3122,1,1,1,0,50,1940,-37.8128,145.0171,480000
Hawthorn,u,Jellis,3122,1,1,1,0,49,1960,-37.81823,145.03972,455000
Hawthorn,u,Kay,3122,1,1,1,0,47,1970,-37.82694,145.03094,560000
Hawthorn,u,hockingstuart,3122,1,1,1,0,47,2004,-37.82334,145.04015,420000
Hawthorn,u,Wood,3122,1,1,1,0,44,2014,-37.8222,145.0329,370000
Hawthorn,u,Biggin,3122,1,1,1,0,41,1950,-37.8155,145.0161,400000
Hawthorn,u,hockingstuart,3122,1,1,0,479,30,1970,-37.8292,145.0322,275000
Hawthorn East,h,Jellis,3123,4,2,2,1250,360,2000,-37.8245,145.0524,3500000
Hawthorn East,h,Marshall,3123,4,3,3,851,333,1980,-37.84437,145.04763,3950000
Hawthorn East,h,RT,3123,5,2,2,452,319,1902,-37.8223,145.0494,2250000
Hawthorn East,h,Jellis,3123,3,3,2,523,316,1955,-37.8319,145.0503,2450000
Hawthorn East,h,Jellis,3123,4,3,2,667,310,1988,-37.8374,145.0511,3600000
Hawthorn East,h,Kay,3123,4,2,2,667,310,1988,-37.83738,145.05106,3575000
Hawthorn East,h,Kay,3123,4,3,3,1116,304,1984,-37.84283,145.05178,3255000
Hawthorn East,h,Noel,3123,5,3,2,572,274,2000,-37.81936,145.05131,2855000
Hawthorn East,t,Jellis,3123,4,3,2,324,241,2002,-37.8348,145.0503,1738000
Hawthorn East,h,RT,3123,5,3,3,757,240,1925,-37.8176,145.0548,2500000
Hawthorn East,h,Kay,3123,3,2,2,640,232,1907,-37.826,145.0498,3100000
Hawthorn East,h,Jellis,3123,3,2,1,646,228,1980,-37.8337,145.0469,1700000
Hawthorn East,h,Marshall,3123,4,2,2,556,220,1900,-37.8204,145.0516,2350000
Hawthorn East,h,Marshall,3123,4,2,1,643,209,1910,-37.82176,145.05381,2800000
Hawthorn East,h,Marshall,3123,5,3,2,431,203,1920,-37.825,145.0536,1700000
Hawthorn East,h,RT,3123,4,2,2,528,199,1980,-37.83539,145.0431,2320000
Hawthorn East,h,Noel,3123,6,2,0,350,198,1900,-37.8219,145.0556,1666000
Hawthorn East,t,hockingstuart,3123,3,2,2,0,187,2010,-37.8302,145.0527,1264000
Hawthorn East,h,Kay,3123,3,2,2,185,185,1985,-37.8255,145.0481,1405000
Hawthorn East,t,Jellis,3123,3,2,2,289,181,2010,-37.8451,145.0525,1590000
Hawthorn East,h,Fletchers,3123,3,2,1,238,178,2000,-37.82671,145.04786,1650000
Hawthorn East,t,Jellis,3123,3,2,2,265,177,2010,-37.84506,145.05246,1465000
Hawthorn East,h,hockingstuart,3123,3,2,2,466,176,1915,-37.8305,145.0475,1450000
Hawthorn East,h,Marshall,3123,3,1,2,477,173,1880,-37.8257,145.0514,1890000
Hawthorn East,h,Marshall,3123,4,2,1,697,172,1905,-37.8307,145.0498,2450000
Hawthorn East,h,Jellis,3123,4,1,2,764,171,1940,-37.8374,145.0486,2800000
Hawthorn East,t,Jellis,3123,3,2,2,94,169,2005,-37.8302,145.0525,1110000
Hawthorn East,h,Marshall,3123,4,2,2,457,166,1900,-37.8332,145.0461,2381000
Hawthorn East,h,Jellis,3123,3,2,1,213,162,1890,-37.8302,145.0542,1320000
Hawthorn East,h,Marshall,3123,3,2,2,240,159,1996,-37.82644,145.04792,1500000
Hawthorn East,h,Marshall,3123,3,2,2,848,158,1929,-37.83543,145.04606,3600000
Hawthorn East,h,Jellis,3123,3,2,1,282,141,1890,-37.82911,145.04531,1875000
Hawthorn East,h,Marshall,3123,3,1,2,362,130,1910,-37.8337,145.0504,1420000
Hawthorn East,h,Jellis,3123,3,2,2,431,120,1950,-37.8269,145.0496,1865000
Hawthorn East,h,Jellis,3123,3,2,2,431,120,1950,-37.8269,145.0496,1825000
Hawthorn East,h,Fletchers,3123,3,1,1,211,120,1990,-37.8204,145.0489,975000
Hawthorn East,h,Marshall,3123,3,1,1,354,115,1900,-37.8225,145.0551,1650000
Hawthorn East,h,Marshall,3123,3,2,1,255,115,1890,-37.8266,145.0493,1625000
Hawthorn East,h,Marshall,3123,2,1,2,326,113,1940,-37.8373,145.0455,1385000
Hawthorn East,u,hockingstuart,3123,2,1,1,0,110,1945,-37.8233,145.0575,680000
Hawthorn East,u,Noel,3123,3,2,1,144,107,1975,-37.8435,145.0497,935000
Hawthorn East,h,Jellis,3123,2,1,2,390,102,1935,-37.8322,145.0486,1585000
Hawthorn East,u,Jellis,3123,2,1,1,150,99,1969,-37.844,145.0496,840000
Hawthorn East,u,Noel,3123,2,1,1,0,95,1970,-37.8414,145.0505,735000
Hawthorn East,h,Marshall,3123,3,1,2,268,95,1930,-37.81875,145.05695,1450000
Hawthorn East,h,Marshall,3123,3,1,2,297,94,1930,-37.81883,145.05694,1350000
Hawthorn East,u,hockingstuart,3123,2,1,1,172,90,1960,-37.8437,145.0536,706000
Hawthorn East,u,Jellis,3123,2,1,2,966,87,1970,-37.82524,145.05568,802500
Hawthorn East,u,Greg,3123,2,1,1,0,78,1965,-37.839,145.0459,505000
Hawthorn East,u,Marshall,3123,2,1,1,915,73,1970,-37.81835,145.05895,615888
Hawthorn East,h,Marshall,3123,2,1,0,206,72,1930,-37.82224,145.05763,1055000
Hawthorn East,u,hockingstuart,3123,2,1,1,1324,72,1970,-37.83012,145.04751,500000
Hawthorn East,h,Fletchers,3123,2,1,0,229,70,1900,-37.8265,145.0484,1335000
Hawthorn East,u,Noel,3123,2,1,1,0,69,1970,-37.8318,145.0448,555000
Hawthorn East,u,Marshall,3123,2,1,1,1153,69,1970,-37.8227,145.0528,655250
Hawthorn East,u,LITTLE,3123,2,1,1,0,68,1970,-37.8245,145.0527,444000
Hawthorn East,u,Marshall,3123,2,1,2,0,64,1970,-37.8254,145.0474,555000
Hawthorn East,u,Kay,3123,2,1,1,0,60,1970,-37.8254,145.047,573000
Hawthorn East,u,Noel,3123,1,1,1,0,60,1965,-37.8339,145.0548,400000
Hawthorn East,u,Jellis,3123,1,1,1,2276,58,1950,-37.8343,145.0547,430000
Hawthorn East,u,Fletchers,3123,2,1,1,0,55,1967,-37.8278,145.0565,460000
Hawthorn East,u,Noel,3123,1,1,1,0,52,1960,-37.82742,145.05324,505000
Hawthorn East,u,Jellis,3123,1,1,0,0,50,1960,-37.8327,145.05428,441000
Hawthorn East,u,O'Donoghues,3123,1,1,0,917,44,1970,-37.8338,145.0545,371000
Camberwell,h,Marshall,3124,5,2,4,730,3112,1920,-37.8424,145.0639,2608000
Camberwell,h,Marshall,3124,5,5,1,639,453,2010,-37.8303,145.0668,2250000
Camberwell,h,Weast,3124,5,4,2,741,407,2009,-37.8422,145.064,3320000
Camberwell,h,Fletchers,3124,4,2,2,643,363,2005,-37.8421,145.0719,2740000
Camberwell,h,Marshall,3124,5,4,1,708,348,1940,-37.8386,145.067,2600000
Camberwell,h,Marshall,3124,5,3,2,730,332,2009,-37.84159,145.09606,2540000
Camberwell,h,Jellis,3124,5,3,2,802,317,1994,-37.8442,145.0578,2700000
Camberwell,h,Buxton,3124,5,3,1,600,291,1935,-37.84265,145.08199,2235000
Camberwell,h,Noel,3124,6,3,2,794,283,1970,-37.84317,145.05688,2835000
Camberwell,h,Marshall,3124,4,3,2,603,282,1980,-37.8437,145.069,2125000
Camberwell,h,Marshall,3124,4,2,2,742,280,1997,-37.8284,145.0673,2990000
Camberwell,h,Noel,3124,4,3,4,697,271,1980,-37.836,145.056,2000000
Camberwell,h,Marshall,3124,4,3,1,632,270,1890,-37.8244,145.064,3225000
Camberwell,h,RT,3124,4,3,1,0,257,1912,-37.8325,145.0649,2750000
Camberwell,h,Marshall,3124,5,2,2,768,254,1990,-37.83825,145.08163,2800000
Camberwell,h,Marshall,3124,4,2,1,790,251,1890,-37.8269,145.0661,3550000
Camberwell,h,Marshall,3124,4,3,3,772,249,1940,-37.84824,145.08901,2100000
Camberwell,h,Marshall,3124,5,2,3,930,248,1930,-37.83924,145.06768,2420000
Camberwell,h,Noel,3124,4,2,4,944,242,1950,-37.84593,145.09538,2200000
Camberwell,h,hockingstuart,3124,5,3,6,677,242,1950,-37.8371,145.09231,2650000
Camberwell,h,Jellis,3124,5,3,2,570,239,1926,-37.84136,145.08149,2450000
Camberwell,h,Marshall,3124,4,2,2,572,235,1915,-37.83252,145.06832,2100000
Camberwell,h,Jellis,3124,3,2,2,600,232,1897,-37.8237,145.0638,2600000
Camberwell,h,O'Donoghues,3124,3,2,2,656,225,2009,-37.841,145.0824,2250000
Camberwell,h,Fletchers,3124,4,2,3,947,225,1930,-37.84403,145.09545,2500000
Camberwell,t,Bekdon,3124,3,2,2,227,223,2006,-37.84689,145.05863,1320000
Camberwell,h,RT,3124,4,2,2,791,221,1930,-37.83704,145.08336,2650000
Camberwell,h,Kay,3124,3,3,2,417,220,2016,-37.831,145.0621,3300000
Camberwell,h,Marshall,3124,5,2,3,572,215,1918,-37.8326,145.0685,2230000
Camberwell,h,Marshall,3124,3,2,0,584,213,1920,-37.8349,145.0758,1800000
Camberwell,h,Jellis,3124,4,2,2,686,210,1960,-37.8458,145.0611,2030000
Camberwell,h,The,3124,4,4,4,1071,209,1950,-37.84136,145.09452,2700000
Camberwell,h,Fletchers,3124,5,3,2,844,203,1920,-37.84753,145.07198,2361000
Camberwell,h,Garvey,3124,5,2,2,780,200,1970,-37.84064,145.09714,1550000
Camberwell,h,Marshall,3124,4,2,2,701,197,1930,-37.84003,145.0691,2175000
Camberwell,h,Jellis,3124,3,2,2,321,195.0964,1997,-37.84627,145.08366,1290000
Camberwell,h,Jellis,3124,4,2,1,652,189,1890,-37.8286,145.0686,2650000
Camberwell,h,Marshall,3124,3,2,2,305,189,1998,-37.8365,145.0802,1650000
Camberwell,h,Fletchers,3124,4,3,0,588,189,1925,-37.83411,145.06916,1870000
Camberwell,h,Marshall,3124,3,3,2,219,189,2013,-37.84406,145.09005,1430000
Camberwell,h,Jellis,3124,4,2,3,616,188,1930,-37.84717,145.09062,2175000
Camberwell,h,Jellis,3124,4,2,2,650,187,1940,-37.84865,145.09152,1625000
Camberwell,h,Fletchers,3124,4,2,0,670,176,1930,-37.8378,145.089,2216000
Camberwell,h,Marshall,3124,3,2,2,968,172,2007,-37.82901,145.06714,1550000
Camberwell,h,Jellis,3124,3,2,2,706,164,1960,-37.8457,145.0611,1987000
Camberwell,h,Fletchers,3124,3,1,2,692,164,1940,-37.8379,145.0849,2105000
Camberwell,h,Jellis,3124,4,2,2,813,163,1960,-37.8405,145.0903,2228000
Camberwell,h,Noel,3124,3,1,1,544,160,1930,-37.8436,145.0581,1622000
Camberwell,t,Jellis,3124,3,2,2,283,160,1990,-37.8362,145.064,1625000
Camberwell,t,Jellis,3124,3,2,2,186,158,2014,-37.84143,145.08705,1280000
Camberwell,h,Jellis,3124,3,2,2,575,155,2000,-37.8378,145.0909,1620000
Camberwell,h,hockingstuart,3124,3,2,1,777,154,1950,-37.8431,145.0962,1690000
Camberwell,h,Fletchers,3124,4,1,3,572,150,1910,-37.8411,145.062,2110000
Camberwell,h,RT,3124,3,1,2,487,150,1940,-37.8442,145.08142,1625000
Camberwell,h,Jellis,3124,3,2,4,877,146,1960,-37.8437,145.0623,3400000
Camberwell,h,Marshall,3124,3,1,2,400,145,1890,-37.8333,145.0616,1905000
Camberwell,h,Jellis,3124,4,1,4,772,145,1920,-37.8441,145.0806,2015000
Camberwell,h,Noel,3124,2,1,3,633,134.3,1960,-37.8427,145.0824,1900000
Camberwell,h,Fletchers,3124,3,1,1,769,133,1930,-37.8482,145.0949,1780000
Camberwell,h,Marshall,3124,3,2,2,1133,131,1930,-37.8426,145.0943,2325000
Camberwell,h,Kay,3124,3,1,2,635,130,1920,-37.8454,145.0707,2177000
Camberwell,h,Jellis,3124,5,3,2,975,129,1920,-37.84184,145.06585,1660000
Camberwell,h,Greg,3124,4,2,2,608,119,1940,-37.84954,145.0924,1700000
Camberwell,h,Marshall,3124,2,2,2,606,118,1930,-37.84764,145.09273,1550000
Camberwell,h,Nelson,3124,3,1,2,643,116,1920,-37.8405,145.0924,1930000
Camberwell,h,Fletchers,3124,2,1,1,427,115,1938,-37.8367,145.0934,1302000
Camberwell,h,Jellis,3124,3,1,2,821,105,1925,-37.8459,145.0644,2000000
Camberwell,h,Lindellas,3124,3,1,1,405,102,1930,-37.8448,145.071,1602500
Camberwell,h,O'Donoghues,3124,2,1,1,424,95,1930,-37.8465,145.0743,895000
Camberwell,h,RT,3124,3,1,1,362,94,1900,-37.82718,145.07,1300000
Camberwell,u,Jellis,3124,3,1,1,0,89,1960,-37.8255,145.0592,591000
Camberwell,u,Jellis,3124,2,1,1,150,88,1970,-37.8438,145.066,900000
Camberwell,u,Noel,3124,2,1,1,137,87,1970,-37.8459,145.088,729000
Camberwell,u,RT,3124,2,1,1,146,86,1970,-37.8357,145.0697,683000
Camberwell,u,Marshall,3124,3,1,1,112,85,1960,-37.8378,145.0949,835000
Camberwell,u,hockingstuart,3124,2,1,1,92,82.6,1960,-37.8401,145.09113,755000
Camberwell,u,Woodards,3124,2,1,1,83,81,1960,-37.8355,145.0633,667000
Camberwell,u,LITTLE,3124,2,1,1,896,77,1960,-37.8479,145.0958,435000
Camberwell,u,O'Donoghues,3124,2,1,1,0,77,1965,-37.8255,145.0592,502000
Camberwell,u,LITTLE,3124,2,1,1,896,77,1960,-37.8479,145.0958,435000
Camberwell,u,Noel,3124,2,1,1,131,76,1975,-37.84716,145.07351,677000
Camberwell,u,Ross,3124,2,1,1,0,76,1960,-37.8491,145.086,530000
Camberwell,u,Marshall,3124,2,1,1,631,75,1970,-37.8434,145.081,700000
Camberwell,u,Noel,3124,2,1,1,145,72,1970,-37.84197,145.09374,692500
Camberwell,u,Noel,3124,2,1,1,1107,68,1960,-37.8347,145.057,615000
Camberwell,u,Jellis,3124,2,1,1,0,56,2011,-37.8493,145.0877,430000
Camberwell,u,Philip,3124,2,1,1,1625,1,1960,-37.84237,145.09257,600800
Burwood,h,Buxton,3125,10,9,2,612,466,2015,-37.84461,145.10968,2315000
Burwood,h,RW,3125,5,4,2,643,380,2014,-37.8454,145.0974,2150000
Burwood,h,Fletchers,3125,4,2,4,514,258,2000,-37.84248,145.10181,1750000
Burwood,h,Jellis,3125,4,3,2,661,253,1940,-37.848,145.098,1590000
Burwood,h,Fletchers,3125,4,3,2,928,229,1996,-37.842,145.102,2000000
Burwood,h,Barry,3125,4,2,2,499,220,2005,-37.8593,145.1101,1250000
Burwood,t,Jellis,3125,4,2,2,399,212,2005,-37.8597,145.1084,1270000
Burwood,h,Ray,3125,4,3,2,326,210,2013,-37.8528,145.1129,1060000
Burwood,h,Buxton,3125,4,2,2,438,210,2005,-37.8599,145.1101,1255000
Burwood,h,Ray,3125,6,2,2,665,209,1950,-37.8493,145.1283,1591000
Burwood,h,Fletchers,3125,4,2,1,627,196,1950,-37.85374,145.12459,1390000
Burwood,h,Lindellas,3125,1,1,1,698,196,1960,-37.8518,145.1278,1815000
Burwood,h,Nelson,3125,4,3,2,1004,188,1950,-37.84533,145.12764,1535000
Burwood,h,Buxton,3125,3,2,3,739,182,1970,-37.8552,145.1292,1410000
Burwood,h,Buxton,3125,5,1,2,633,182,1960,-37.8557,145.1285,1225000
Burwood,h,Jellis,3125,3,2,4,862,179.3,1950,-37.8603,145.0979,1590000
Burwood,t,Noel,3125,4,3,2,381,176,2013,-37.8459,145.1041,900000
Burwood,h,Jellis,3125,4,2,1,921,174,1950,-37.8494,145.1291,1682000
Burwood,h,McGrath,3125,4,2,1,863,165,1940,-37.8539,145.1127,1601000
Burwood,h,Noel,3125,3,2,2,261,151,2015,-37.84691,145.10029,1220000
Burwood,t,Reed,3125,3,2,2,267,150,2012,-37.8463,145.1071,975000
Burwood,h,Ray,3125,3,2,2,766,150,1960,-37.849,145.11839,1725000
Burwood,u,Lindellas,3125,4,2,1,0,150,1950,-37.8507,145.109,800000
Burwood,h,Buxton,3125,7,4,2,765,146,1950,-37.85103,145.11232,1642000
Burwood,h,Buxton,3125,3,1,1,931,145,1970,-37.854,145.1195,1755000
Burwood,t,Bekdon,3125,3,2,1,207,144,2012,-37.85682,145.10873,918000
Burwood,h,Marshall,3125,3,1,1,667,136,1950,-37.8489,145.1093,1300000
Burwood,u,Ray,3125,3,2,2,265,130,2000,-37.8516,145.1056,1022500
Burwood,h,Buxton,3125,3,2,1,392,130,1950,-37.84429,145.10199,1217000
Burwood,t,Noel,3125,3,1,2,228,126,1998,-37.8521,145.1187,745000
Burwood,h,Buxton,3125,3,1,1,674,125,1945,-37.84533,145.09897,1461000
Burwood,u,Buxton,3125,2,1,1,194,120,1975,-37.8509,145.1119,650000
Burwood,h,Jellis,3125,3,2,2,653,120,1950,-37.8445,145.1011,1540000
Burwood,h,Lindellas,3125,3,2,2,595,116,1950,-37.84579,145.10838,1320000
Burwood,u,Jellis,3125,3,2,1,0,115,2002,-37.8561,145.0962,625000
Burwood,h,Fletchers,3125,3,1,3,739,115,1960,-37.8564,145.1058,1300000
Burwood,h,Buxton,3125,3,1,2,772,112,1960,-37.85628,145.10906,1388000
Burwood,h,Ray,3125,3,1,1,384,112,1950,-37.8542,145.1138,570000
Burwood,h,Ray,3125,4,2,2,1145,111,1960,-37.8538,145.127,1890000
Burwood,h,Greg,3125,3,1,1,786,111,1950,-37.8525,145.1198,1160000
Burwood,t,Barry,3125,3,2,1,170,106,2001,-37.8554,145.1089,702000
Burwood,h,Fletchers,3125,3,1,2,318,103,1960,-37.8544,145.1114,790000
Burwood,h,Buxton,3125,2,1,1,731,94,1950,-37.85621,145.10641,1322500
Burwood,h,Noel,3125,2,1,1,276,92,1965,-37.8454,145.0971,633000
Burwood,u,Buxton,3125,3,1,2,308,92,1995,-37.8505,145.1065,746000
Burwood,h,Fletchers,3125,2,1,2,593,82,1950,-37.8444,145.1054,1350000
Canterbury,h,Kay,3126,4,3,2,967,470,1996,-37.81792,145.06244,4750000
Canterbury,h,Sotheby's,3126,5,5,4,2079,464.3,1880,-37.8179,145.0694,8000000
Canterbury,h,RT,3126,5,4,4,684,427,2013,-37.832,145.0853,3550000
Canterbury,h,Jellis,3126,4,1,4,845,411,2008,-37.8184,145.0702,3400000
Canterbury,h,Marshall,3126,5,3,3,1053,313,1925,-37.8231,145.0744,3230000
Canterbury,h,Jellis,3126,5,2,2,795,297,1910,-37.8181,145.0668,2900000
Canterbury,h,Jellis,3126,5,2,4,838,282,1910,-37.8252,145.0721,2350000
Canterbury,h,RW,3126,4,2,2,796,276,2012,-37.8266,145.072,3145000
Canterbury,h,Kay,3126,4,2,2,650,275,2006,-37.83057,145.08482,2725000
Canterbury,h,Marshall,3126,4,1,1,717,235,1890,-37.8266,145.0849,2620000
Canterbury,h,Jellis,3126,4,2,1,653,229,1910,-37.8292,145.0852,2375000
Canterbury,h,Jellis,3126,5,3,4,645,222,2005,-37.8317,145.0738,2930000
Canterbury,h,Jellis,3126,4,2,2,654,221,1945,-37.83208,145.07533,2408000
Canterbury,h,Marshall,3126,3,2,2,361,216,1995,-37.8206,145.0785,1850000
Canterbury,h,Marshall,3126,4,2,2,687,215,1935,-37.8186,145.0706,2950000
Canterbury,h,Marshall,3126,3,3,2,352,207,1997,-37.827,145.0737,1640000
Canterbury,h,Fletchers,3126,3,2,1,325,197,1910,-37.826,145.0729,1680000
Canterbury,h,Jellis,3126,4,2,3,812,173,1927,-37.8323,145.0842,2950000
Canterbury,h,Noel,3126,3,3,2,468,148,1890,-37.8264,145.0741,2200000
Canterbury,h,Fletchers,3126,3,2,1,145,140,1998,-37.8233,145.0769,928000
Canterbury,h,Marshall,3126,3,1,1,459,130,1920,-37.8265,145.072,1587500
Canterbury,h,Marshall,3126,3,2,1,359,119,1910,-37.8279,145.07403,1930000
Canterbury,h,Jellis,3126,2,1,1,342,104,1945,-37.8326,145.081,1305000
Canterbury,u,Jellis,3126,2,1,1,0,92,1965,-37.8205,145.0828,722000
Canterbury,u,Nelson,3126,2,2,1,8140,86.5,2015,-37.82091,145.06011,816000
Canterbury,u,Fletchers,3126,2,1,1,116,85,1960,-37.82012,145.08526,850000
Canterbury,u,Century,3126,2,1,1,110,83,1960,-37.8264,145.0824,830000
Surrey Hills,h,Jellis,3127,5,2,2,902,393,2009,-37.8269,145.1009,3075000
Surrey Hills,h,Marshall,3127,5,3,2,777,362,1925,-37.8287,145.1054,2630000
Surrey Hills,h,Marshall,3127,5,3,2,1011,327,1910,-37.82191,145.09212,3625000
Mont Albert,h,Jellis,3127,4,2,6,2187,327,1903,-37.8186,145.1134,3900000
Surrey Hills,h,Jellis,3127,5,3,4,923,317,1977,-37.83297,145.10195,2325000
Surrey Hills,h,Fletchers,3127,4,3,2,771,312,2000,-37.8239,145.0969,2128000
Surrey Hills,h,Fletchers,3127,5,3,2,593,309,2016,-37.83199,145.10877,2400000
Surrey Hills,h,Jellis,3127,4,3,2,773,300,1900,-37.8263,145.0911,2370000
Surrey Hills,h,Noel,3127,4,3,2,713,295,1928,-37.8328,145.104,1650000
Surrey Hills,h,Jellis,3127,3,2,2,949,293,1910,-37.8188,145.0984,2050000
Surrey Hills,h,Marshall,3127,5,2,2,612,292,1970,-37.8345,145.1009,1850000
Surrey Hills,h,Marshall,3127,5,2,2,641,286,2001,-37.8354,145.1001,1975000
Surrey Hills,h,Noel,3127,5,3,2,735,286,1945,-37.83583,145.10664,2000000
Surrey Hills,h,Ray,3127,5,2,2,1025,277,1915,-37.8286,145.1094,2100000
Mont Albert,h,Marshall,3127,4,3,3,402,277,1950,-37.8137,145.11013,2500000
Surrey Hills,h,Jellis,3127,4,2,2,734,272,1920,-37.8286,145.092,2200000
Mont Albert,h,Harcourts,3127,4,2,5,719,271,1950,-37.812,145.1082,2100000
Surrey Hills,h,Woodards,3127,5,2,2,754,270,1905,-37.82807,145.10796,2230000
Surrey Hills,h,Jellis,3127,5,2,0,739,266.53,1927,-37.81708,145.09566,2505000
Surrey Hills,h,Marshall,3127,4,2,2,764,265,1930,-37.818,145.0946,2360000
Surrey Hills,h,Marshall,3127,4,3,2,596,264,1930,-37.8154,145.0927,2440000
Surrey Hills,h,Marshall,3127,4,2,2,779,264,2014,-37.8185,145.0878,2860000
Surrey Hills,h,Jellis,3127,4,3,7,596,260,1963,-37.82755,145.09618,2100000
Surrey Hills,h,Jellis,3127,4,2,2,783,256,1920,-37.8181,145.0913,2500000
Surrey Hills,h,Marshall,3127,4,3,2,416,256,2014,-37.82671,145.11068,1910000
Mont Albert,h,Marshall,3127,4,3,1,553,250,1927,-37.81465,145.10415,2300000
Surrey Hills,h,hockingstuart,3127,4,3,2,444,241,1910,-37.82144,145.09627,2665000
Mont Albert,h,Fletchers,3127,3,3,0,1126,240,1880,-37.81631,145.10313,2320000
Surrey Hills,h,Marshall,3127,4,2,2,702,239,1927,-37.8345,145.095,2125000
Surrey Hills,h,Jellis,3127,4,3,4,1064,236,1969,-37.8324,145.1018,2160000
Surrey Hills,h,RT,3127,5,3,2,735,235,1920,-37.8175,145.0987,2200000
Surrey Hills,h,Marshall,3127,4,2,3,844,233,1925,-37.82,145.088,2900000
Surrey Hills,h,Marshall,3127,4,3,4,873,233,1940,-37.82239,145.09326,2900000
Surrey Hills,h,Fletchers,3127,5,2,1,632,231,1950,-37.8352,145.1023,1518000
Surrey Hills,h,Marshall,3127,4,2,2,715,230,1920,-37.8325,145.1114,1812500
Mont Albert,h,Fletchers,3127,3,3,2,1149,225,1920,-37.812,145.1095,2588000
Surrey Hills,h,Garvey,3127,4,3,2,349,223,1997,-37.82832,145.09242,1810000
Surrey Hills,h,Fletchers,3127,3,2,1,735,219,1920,-37.8182,145.096,2300000
